gene_name	MMRF_1879_1_BM_CD138pos_T2_TSMRU_L05344	MMRF_2453_1_BM_CD138pos_T2_TSMRU_L10609
ZCCHC13	0	0.0262
AC008079.9	0	0
PLA2G2C	0	0.0335
ANKRD19P	0.2863	0.4722
ZSCAN23	1.0071	0.8074
KCTD9P3	0.0195	0
RINL	8.9507	20.0009
C17orf99	0.0083	0
HNRNPA1P61	0	0
OR7D2	0	0.0137
TPRG1	0.0167	0.051
RP11-43F13.1	4.0874	2.4426
C1orf204	1.1215	0.0442
MORN2	2.3405	0.8745
RTP5	0	0.0085
MEIS3P2	0	0
S100A3	0	0
UBQLN2	12.1454	11.4671
RILPL1	0.3599	0.4116
CTSL3P	0	0
C19orf67	0.1629	0.5307
ZNF490	0.6117	0.8483
CLCN1	0	0.0334
NRN1L	0	0
NWD1	0.0349	0.0078
ARL4C	23.4677	3.1814
RNF133	9.0422	0.8102
TMEM221	0.0984	0.0286
TREML4	0.0336	0.0081
RAB42	5.4497	4.8533
WNT7B	0.0135	0.0087
OR51F1	0	0
C11orf95	5.6279	4.8128
SCGB1C1	0	0.0512
RP5-1119A7.11	0.1541	0
PRSS45	1.829	0.301
PLA2G4E	0.0078	0.0076
GPR89B	4.651	1.5161
MESP2	0.179	0.0619
FAM25A	0	0
ALOX15P2	0	0.0233
EYS	0.2271	0.2277
C6orf132	0.0266	0.0548
DAZ1	0	0
OR2AG2	0.1706	0.1653
MAPK12	0.7114	0.7711
TMEM215	0	0
NUTM2G	0.1693	0.1753
COL4A5	0.0574	2.0096
KRTAP10-6	0	0.0289
AGRN	2.321	1.0512
NHS	0.0471	0.0739
OTOG	0	0.0021
FAM166A	0.1646	0.1472
TMPPE	0.9429	0.3007
ZNF626	1.9265	0.0582
HEPACAM2	0.1653	0.2936
SMTNL2	0	0.0089
ZC3H6	5.3612	1.7947
LINC00265	1.1932	1.092
LAMTOR4	22.7204	23.891
PRKAR1B	0.6855	5.5135
NUTM2B	0.0269	0.0696
HNRNPU-AS1	3.9485	4.3233
NCR3LG1	0.1665	0.3019
DCUN1D3	1.1496	1.1101
POTEE	0	0.0105
AC002398.9	0	0.0213
ZNF793	0.1177	0.0276
TUBB4B	50.1318	78.2246
AGAP4	2.3761	2.8548
PP7080	5.9192	12.266
COMMD6	9.351	15.2491
PLA2G2A	0.0135	0
IL17REL	0.0123	0
HYKK	1.4784	1.5443
OR7A5	0	0
C15orf62	1.6645	0.8388
FAM230A	0	0
RUFY4	0.3611	0.1217
ZNF383	1.9289	1.8816
HES4	0	0.2766
IGFL1	0	0
ZNF669	3.6162	2.3873
C19orf35	0.5138	0.3518
LRRIQ4	0.337	0.0846
CENPP	0.5448	0.6743
PLSCR1	5.5799	2.9315
OR7D1P	0	0
C3orf62	0.867	1.028
ENO4	0	0
ZNF559	6.4648	4.6371
SBK1	0.3746	0.031
OR6C6	0	0
BSPH1	0	0.0675
SLC38A3	0.1667	0
OR6N2	0	0
GTF2F2	2.5708	15.5088
FAM92A1	0.8786	0.6219
FOCAD	3.9262	5.0885
AC092171.2	0	0
PRR19	0.1063	0.1973
ZP3	0.806	2.8627
C10orf99	4.5708	0
H3F3C	1.1002	0.2299
IFNA2	0	0
AC018892.9	0.6341	0.7422
JAKMIP3	0.3657	0.511
PPP3R2	0.0067	0
GOLGA6L3	0.0407	0.0658
PDCD1	0.2805	0.2612
CLEC2A	0.0187	0
GPR21	0	0
TCTEX1D4	0.3287	0.2316
ANKRD36P1	0	0
IGHV1OR15-9	0.7106	4.1298
SELL	0.6527	1.8724
MAGEB5	0	0
CHM	3.6664	1.7298
NANOS2	0	0
BLOC1S5	3.9071	2.7785
RP11-1396O13.14	0	0
OR4P1P	0.0803	0
SRP72P2	0.1613	0.0446
CERKL	21.1567	16.5488
WASF4P	0.0611	0
ACTBP11	0.162	0.0785
SLC24A5	0.0048	0.0185
AC003003.5	0	0
IER5L	0.2019	0.5215
H2AFX	18.4373	16.1078
INSC	0.6506	2.6686
SERPINA5	0	0.0293
C19orf54	7.4929	9.8563
LCTL	0.0713	0.044
NCCRP1	0.0346	0
KRTDAP	0	0
C22orf34	2.9476	2.5355
RP1-273G13.2	0.2914	0.7763
COL25A1	0.0137	0.0033
FAM83G	2.9039	2.9868
C9orf171	0.0743	0.0412
AC010969.1	0	0
SRSF10	46.6597	16.6183
HBA2	2.1577	2.6062
DUSP28	4.0454	3.9662
C15orf52	0.6558	0.25
NBR1	23.0525	17.3894
OR2G6	0	0
RALGAPA2	2.6863	0.8318
NDOR1	12.3652	10.5289
FBLL1	0.015	0.0436
NKAIN2	0	0.0215
KRTAP1-1	0	0
PAQR9	0.0055	0.0053
LINC00083	0	0
CFAP54	5.4305	1.0264
NPIPP1	4.0623	2.7668
CLN3	4.0076	5.2825
FAM72B	0.1504	0.3059
ASAH2	0.0163	0.0822
SUMO2	34.3463	26.523
NANOS1	0.2157	0.5334
HMX3	0.0194	0
IGFL3	0	0
GOLGA8M	0.0311	0.01
ZNF177	0.0248	0.016
LDOC1L	12.7937	0.8964
DPYD	7.8959	5.8486
S100A16	0	0.2727
RP11-361A23.2	0	0
PTAR1	7.9679	9.4618
CC2D2B	0.0298	0.0481
RNASE9	0	0
TSPY7P	0	0
FAM154B	1.0196	0.2973
LINC00319	0.0054	0
HILS1	0	0
OR7E90P	0	0
RHCE	0.2249	0.3268
C2orf80	0	0
IDO2	0.1796	0.0447
PARVB	5.0947	11.2068
TEKT4P2	0.0099	0.5931
SLC4A5	0.3381	0.1982
UROS	6.086	5.1173
OR56A5	0	0.0233
CYP51A1-AS1	0.1311	0.0448
KRTAP24-1	0	0
ZDHHC9	2.5182	15.2507
ZBED6CL	6.0098	8.7962
QRFP	0.0963	0.1465
OR13D3P	0.0243	0
DUPD1	0	0.0333
SMIM15	17.191	24.1679
OSTN	0.0354	0
VWC2	0.0827	0.002
FAM221A	2.6233	3.0979
TMEM120B	5.3087	8.5958
FSIP2	0.0931	0.0437
RBM34	1.7067	0.7663
NOXA1	24.3656	2.4352
RP11-51L5.6	0	0
TMEM198	6.2889	5.7748
BCL2L15	0.4667	0.2806
FZD9	0.0098	0.0094
TMSB4XP2	0.9773	0
SPRED3	0.0778	0.1168
OPTC	0	0
PLET1	0.1877	0.0182
ADRB3	0	0
SKOR1	0.3869	0.3699
CATSPER4	0.0225	0
PRELP	0	0
PLA2G2E	0	0
ZNF548	8.1229	10.8491
MTF1	4.6862	4.4402
TMCO2	0.0513	0.2485
ZNF322P1	0.0754	0.0183
SHISA6	0	0
TMEM201	1.9019	2.4004
NHLRC3	9.9124	9.3054
HMX2	0	0
SNTN	0	0
ZDHHC11	0.3706	1.0102
FAM26F	3.2848	6.2528
CNR2	0.0087	0.0126
LINC00910	0.6217	0.1217
SLX4	1.3032	1.1698
GLRA4	0.0084	0
DPPA3P2	0	0
ENTPD8	0.3538	0.0078
RPL14	78.1975	132.3967
BEND4	1.7795	0.0176
RP11-159F24.2	0.1181	0.1144
RPSAP47	2.08	0.199
FAM78B	0.0427	0.5622
ZNF563	0.2883	1.2957
TMC3	0.9689	0.4647
RPL10AP2	0.4533	0.6755
POTEA	0	0
FBF1	1.4161	0.7416
KLRG2	0.0104	0.0402
ASTL	0	0.0534
MSL1	20.8793	16.9313
CTD-3088G3.8	0.6173	0.333
LRRK2	14.1796	1.4993
BSX	0	0
GJB3	0.0382	0.0093
FAM196A	0	0
TRMT2B	12.6808	5.4417
PTPLAD2	3.5829	3.6299
CFAP126	0	0
USP32P1	3.8381	0.2014
NYX	0.0153	0
FAM120AOS	18.1405	15.5813
UTS2B	0.1244	0.0229
C9orf152	0.0232	0.1049
NOC2L	14.7216	19.9668
MSANTD1	0.1147	0.0702
AADACL3	0	0
DHFRP1	0.1632	0.3556
NELFB	24.1044	34.2459
SLC15A5	0	0
LIPI	0.1831	0.0253
LRRC66	0	0
ZNF292	7.3387	8.1064
HUS1B	0.6896	0.1077
KCTD21	2.1083	2.0582
SBSN	0.023	0
PROSP	0	0
ADAT2	1.9482	4.7717
KIR2DL4	0.0132	0
FAM35DP	0.0589	0.0081
MAGEB16	0	0.089
VHLL	0.1012	0
DUSP21	0	0
ZNF567	1.6267	1.4775
NDUFA4	27.1762	61.4137
ANKDD1B	0.4717	0.457
ALKBH2	5.8949	9.5491
RNFT1	6.7691	6.401
RNF222	0.0743	0.0216
CGB5	0	0
RELN	0.0054	5.7082
FAM111B	0.732	0.2058
APOD	0.0208	0.0905
H1F0	1.3911	4.6457
GAGE2A	0	0
LITAF	30.7568	36.0616
VSTM1	0.0205	0.0398
TMEM120A	16.1915	11.7908
ARID2	3.7362	2.9416
RIMKLBP1	0.3722	0.3605
FAM25G	0	0
SF3B3	5.2587	4.8449
PRSS48	0	0.0447
IL1RAPL2	0.0145	0
BLOC1S3	3.9003	6.3713
SP6	0.1063	0.0542
ANKRD34B	0	0.0329
PLAC9	0.662	0.3919
FAM47B	0	0
NKAPL	0.8348	0.3234
UBE2Q2P1	2.2666	1.2924
FSCB	0.0078	0
CLDN4	0.0242	0.0282
ZNF573	0.8705	0.5135
RP11-77G22.2	0	0
CRYM-AS1	0.0907	0.0703
GRAPL	0.0112	0.0327
FAM47E	0.259	0.065
HN1	1.1421	4.6778
ZNF527	1.2011	1.1429
TNRC18P3	0.0085	0
ZAR1L	0.0583	0.0989
KRTAP10-12	0	0
S100A13	1.1767	2.8236
ZNF33A	14.0855	9.2986
OR14I1	0	0
KRT77	0	0
PCDH18	0.0477	0.0892
DCAF8L2	0	0.0695
ZNF600	2.5982	5.0255
BTBD8	0.175	0.0565
LINC00994	0.0321	0.1141
DPY19L2P1	0.011	0.0053
MAOA	0.0577	0.1319
PAX8-AS1	0.007	0.9564
C15orf61	3.2989	4.8942
AC069277.2	0.0603	0.0219
NUGGC	44.8915	11.828
LINC00943	0.5975	0.0511
TSPYL1	46.6341	19.2061
SPANXN3	0	0
TRIM64B	0	0
PNRC2	22.5361	18.6252
DRICH1	1.9615	0.0679
LINC01164	0	0
GJB5	0.0168	0.2282
FHIT	1.3542	3.3098
FAM150B	0.1561	0.4436
ANKRD62P1-PARP4P3	0	0
ZKSCAN3	2.2323	1.0766
FOXR2	0	0
RRP7A	8.7424	7.4998
LIN54	7.0248	4.4353
RP11-797H7.5	0	1.0191
FAM53B	13.2473	6.9593
FAM180A	0	0.0087
C6orf222	0	0
SPANXN4	0	0
RP11-113D6.10	0.0178	0.0748
S100A14	0	0.0173
KAZN	0.0234	0.3302
SLC35E2B	22.4253	14.1265
RPS2P46	4.9066	10.006
FAM90A27P	0	0
FAM179A	0	0.0334
SPATA31D4	0	0
TMEM194B	4.8256	1.7072
ALG1L	1.7312	0.7337
KIAA0408	0.0726	0.0031
GSPT2	6.4372	8.4822
RP6-149D17.1	0	0
TBC1D28	0	0
C8orf76	2.0612	2.31
CXCL17	0	0.0743
FAM90A14P	0	0
OR7E12P	0.2578	0.4086
OTUD6A	0	0
HMGB1	31.3949	37.0665
MMP23B	0.0168	0.0326
SH2D5	0.0206	0.01
SPATA41	0.0327	0.0844
ZFP92	0.4071	1.0022
USP32P3	2.7931	0.341
NCR1	0	0.035
RASSF10	0	0
GJB4	0	0.0622
RNU1-75P	0	0
MIR494	0	0
RNU1-15P	0	0
Y_RNA	0	0
OR2L13	0.0121	0
BLOC1S2	7.7482	9.0815
SYCP2	4.2883	0.1913
ZNF724P	0.2471	0.2527
IL1RAP	0.6136	0.2504
AC013442.1	0	0
PTPRT	0	0.087
MYBPC1	0	0.003
PAX5	22.7907	0.3976
AC079610.2	0.0132	0.0128
OR5K4	0	0
OR6M1	0	0.021
SPOCK3	0	0
ZNF676	0.0155	0
ZNF699	1.9322	0.9999
RP3-391O22.3	0.4572	0.1661
ADAM5	0.008	0
TDRD7	6.3816	6.1663
C16orf93	0.4367	0.6596
OR8A1	0	0
KIAA0895L	0.6488	2.6247
HLA-DRB1	14.0594	17.5656
VN1R2	0	0
MYT1	0.0073	0
SERPINA3	0	0
AKR1C3	0.0851	0.0776
SPATS2L	3.6377	2.3216
OR11H13P	0	0
ZNF250	1.6582	1.231
WDSUB1	6.0665	3.4348
ZNF79	5.9236	4.8552
S100A4	7.9421	15.7527
PLEKHG4	3.314	1.2419
KRTAP4-3	0	0
FAT4	0.8378	0.4071
C8orf86	0	0
COLCA1	2.0471	0.7967
KIF19	21.877	3.8929
OR6K2	0	0
ZNF681	1.8777	0.0544
ACADSB	6.3396	4.4035
STK40	20.5879	14.7585
RPS2P4	0.1865	0.258
OR10J1	0	0
TMEM63A	21.0782	3.8883
CTSE	0.0085	0.0331
SEMA4A	58.6638	11.5239
HRCT1	0.024	0
MPHOSPH8	18.8467	26.1637
RNF216P1	3.6253	5.1713
EEF1A1P5	61.9733	42.6818
GREB1	0.0849	0.0822
SIRPB2	0.1132	0.5178
ZNF766	3.0808	4.3032
RYR1	0.0357	0.054
SRGAP3	0.4964	0.4272
KRTAP5-3	0	0
FAM217B	8.1007	2.4275
SULT1C3	0	0
TUBB	32.6599	84.8877
LCOR	6.7202	1.7943
SUPT5H	36.4239	35.2748
XPNPEP3	2.1436	2.1041
OR2T2	0	0
OR2C3	0	0
LINC00615	0	0
ZNF107	3.8589	3.3308
OR10S1	0	0
SFTA2	0.132	0
PPIA	53.1124	152.1412
ZNF471	0.2185	0.0944
OR10J3	0	0
ZNF836	1.4185	1.2959
ZNF493	2.312	0.1221
LINC00523	0	0
Metazoa_SRP	0.4654	0.1288
GTF2IRD2	0.7672	0.4477
GRM7	0.0028	0
SUPT3H	0.7886	1.4726
BECN1P1	0	0
NIF3L1	9.8219	12.0178
AC005154.6	5.1216	2.7739
ATP2A1	0.3182	0.2745
HLA-DRB9	0	0.1288
RP11-497H16.5	0.1091	0
IARS	46.3699	67.0767
HIATL2	4.7065	5.3665
POM121	8.1303	11.8223
ZBTB44	18.1655	8.8042
GIMAP5	0.0151	0.0439
STK31	0.0479	0.0786
CGB7	0	0.0065
NLGN3	0.5066	0.1378
OR8D1	0	0
ADH7	0	0
ZKSCAN7	0.9238	1.637
ZNF729	0	0.0057
CD55	23.545	33.029
CPNE4	0	0
ZNF565	0.8076	1.5981
NTNG2	0.0639	0.0901
ELAVL3	0.0048	0.1438
WDR5	11.3543	21.0475
PRSS29P	0.0116	0
LONP1	23.4172	30.2025
C9orf163	0.0975	0.3691
TRRAP	14.8828	11.7059
NUDT11	0.0956	0.5372
SRGAP2B	0.2744	0.2139
FUT4	5.7468	1.3707
ASB13	0.1063	2.2434
SLC35F1	3.3206	0.3185
ZNF34	2.8632	2.5945
ZNF781	0	0.0794
OR4Q2	0	0
ZNF140	4.0777	5.2857
INCA1	3.9057	3.6838
CTD-2503O16.3	0	0
ZNF774	0.2545	0.3062
RP13-77O11.11	0	0.0719
PTPN1	37.4405	60.4709
OR10D1P	0	0
EVL	23.2172	4.149
SPANXD	0	0
THEM5	11.7722	2.6712
NOXO1	0	0.0102
EPHB4	0.1205	0.3055
PRTN3	0.0398	0.1156
ZNF765	1.6385	2.031
ZNF124	0.838	0.8851
XRCC6	70.3505	54.643
S100A5	0.0582	0.0282
LINC00176	0.1123	0.0726
PPP1R26	9.9665	6.5603
NBPF4	0.5996	0.4527
TSC22D2	3.49	2.4952
CRYBA4	0.0562	0.0817
ASMT	0.3088	1.2564
NPIPB15	4.2337	4.698
ZNF569	1.2865	1.2814
ARMCX4	2.6012	0.2085
YRDC	11.5638	15.4836
ZNF777	7.7162	5.2949
PIK3R4	7.6603	4.7538
ZNF775	11.3384	15.1945
ZNF605	1.8497	2.2447
TRAPPC2	2.3673	3.465
RFX8	0.0089	0.0693
MYL6B	5.9963	7.6452
ZNF799	0.6541	0.52
FGF16	0.0553	0.0268
SIAH1	0.7561	0.67
RP13-644M16.4	0	0
GK2	0	0
C20orf96	4.4551	3.9453
ESRRG	1.0219	3.5039
IPO4	0.8926	0.9882
NCOR2	15.2286	7.3701
SULT1A1	4.2258	6.0669
ARL9	0.1631	0.2809
PRPF40A	14.1609	12.2301
GDAP2	1.5664	1.732
TCEAL3	13.3553	9.5828
ANAPC7	6.7395	5.988
TPK1	0.5999	0.5707
SLC6A9	14.4579	11.5215
AFAP1	0.0068	0.0726
NACA	69.2448	108.8193
OR9K1P	0	0
MYO18A	16.0842	7.6935
OR2T3	0	0
SPTSSB	0	0
C17orf59	4.3923	4.3233
MAN2A2	16.1412	13.5661
MME	0.1019	0.326
FAM72A	0.1567	0.2569
LINC00238	0.1126	0.0624
CACNA1H	0.0054	0
SULF2	1.1133	126.2753
RP3-499B10.3	0	0
HBG2	0.0204	0.0394
RP11-57C13.3	0	0.0594
LAMA2	12.549	1.0197
PFN3	0	0
PLXNB2	20.4965	18.8924
OR5AC2	0	0
AJAP1	0.8088	1.469
XRCC2	0.8129	1.1697
MYO6	10.3489	6.6051
MKL1	3.2502	4.1286
CTB-25J19.1	0	0
HDAC2	3.9777	4.2659
ANKRD20A19P	0.0082	0.0079
ZNF782	1.0311	1.8781
SLC22A25	0.0122	0
POTEF	0.0052	0
ZNF846	0.2506	1.3043
MMP1	0	0.3027
ADH1B	0.0035	0.0169
UGT2B15	0.1665	0.5142
TCF4	3.4765	8.7179
WNK3	0.1212	0.0501
RP3-337D23.3	0	0.0488
ACN9	2.3565	14.1565
HRH1	0.0535	0.0558
RABL6	11.2494	16.3197
ZNF136	3.5938	3.0944
ZKSCAN5	3.1365	6.1129
ZNF502	1.8602	0.054
TRAPPC4	4.2678	4.6325
AC004057.1	1.3737	1.2419
TTC30B	2.6169	0.7478
SLC30A10	0	0.023
OR8B3	0	0
TECPR2	3.7422	2.9235
TLR7	1.7642	0.3562
FAM180B	0.0986	0.1591
LINC00173	3.7766	0.7167
ZFP62	9.9209	11.8415
ERI2	1.2884	0.9148
TOMM7	134.7597	129.1491
HSH2D	69.9655	32.0209
TRPV1	0.0685	0.0354
ZNF33B	4.0571	5.0787
PDXDC2P	3.0583	2.4747
ZNF512B	17.3464	3.6643
AMZ2	26.8451	19.1215
ZNF431	2.2541	2.171
FAM150A	0	0
NF1	4.1316	2.3632
VKORC1L1	5.8292	9.6344
ZNF418	1.6009	0.2306
DAPK1	34.1083	22.3165
LCE1B	0	0.0187
HLA-DQA1	0.6386	0.8004
COL27A1	0.0114	0.1042
LINC01560	1.7471	0.7228
GM2A	20.0588	61.3728
HIST1H2AI	0.3627	0.3952
CLPSL2	0	0
S100A2	0	0.0141
SNHG17	5.0552	6.5906
ZNF700	10.7797	12.0324
AC079612.1	0.0062	0
POU3F4	0	0
OR14A16	0	0
CD47	25.4514	22.1163
OR52K1	0	0
TLE1	7.8086	33.8303
MAML3	0.052	0.0473
HIST1H2AG	2.0877	3.6617
STRN3	6.8753	5.5388
ZNF239	0	0.1321
CTB-134H23.2	0.0842	0.1631
SPINK14	0	0
SPRR2B	0	0
CTBP1-AS2	5.9952	2.7314
CHRNG	0.1744	0.0507
ZSCAN16	5.6149	4.6239
MVB12B	0.5929	0.311
C6orf106	37.609	17.0989
ZNF709	0	0
OR11G2	0	0
POTEI	0	0.0031
ADA	10.2021	9.3558
ARID5A	29.4231	12.8317
PATE2	0.0275	0
PPTC7	19.6994	10.8868
KRT39	0	0
TOMM20L	1.0666	0.3919
RGPD4	0.0083	0.004
NHLRC2	4.3927	3.8182
HIST1H2AD	1.6827	5.1146
ZFP28	1.491	0.038
KIAA1211L	0.0048	0.3333
CBWD3	0.6664	1.0256
SCN8A	1.7448	0.0124
LAMB3	2.3056	0.1366
HIST3H2BB	0	0.1028
AC090286.4	0	0
TEX43	0	0.0928
KPNA5	6.895	2.8266
ANKRD36B	3.4755	2.5249
ARHGEF12	9.4037	10.5572
HCAR1	0.0048	0.0046
ZNF252P	4.9679	4.5273
PDLIM7	5.5571	2.1101
FLNA	49.9681	8.9835
TMEM26	0.0726	0.0927
RPS26P11	0.0655	0.1269
SRGAP1	0.1344	0.0357
OR2L8	0	0
FAM3C	54.595	48.9661
NOP9	8.6479	6.9015
OR2T4	0	0
ZNF705A	0.0363	0.0293
SLC39A10	2.4263	1.7978
SCOC-AS1	0.3312	0.165
CASP4	12.0425	11.9817
AP2A1	10.176	12.8297
ZNF585A	0.7291	0.1294
FUT11	2.5682	5.3489
NXF4	0	0
LINC00087	0.093	0.041
ANXA4	2.5265	2.1986
LAGE3	15.9548	20.9944
RP11-88G17.6	0.021	0.0203
WDR5B	2.2129	2.2445
FAM163B	0	0
NPIPB9	0.043	0.1561
WDR45	38.8565	15.3681
METTL9	13.3252	49.6838
ZNF138	3.5765	7.9828
ZNF429	1.8047	0.0962
ZNF470	0.7059	0.0275
SERTAD1	2.8153	7.523
ZNF100	1.683	0.0702
CXorf40B	18.4132	12.0786
OR51A6P	0	0
ZNF398	4.4466	5.1336
ZSCAN25	5.3487	3.7582
RBMY1A3P	0	0
ANXA6	41.1225	55.2269
ZNF441	5.6959	4.7545
GMFB	11.0866	5.0188
SIGLEC15	0.0697	0.3806
ZNF420	2.3749	1.4879
ZNF763	1.1942	1.0637
ZMYM1	2.0309	1.3405
DTHD1	0.0041	0
HIST1H4C	0.4194	0.5078
ZSCAN26	10.0603	6.2432
MAFG	9.9992	8.0906
OR2T32P	0	0
ARRDC1	12.8904	12.9489
KIAA1671	0.0101	0.0363
KRT35	0	0
IGF2R	24.5829	14.292
ZNF300P1	0	0.0494
LCE1C	0	0.0319
NPSR1-AS1	0	0.0124
GOLGA6L16P	0.0351	0
GAL3ST4	0.1074	0.1951
RP11-573D15.8	0.0247	0.0517
DYNC1H1	21.4053	14.8544
SLC6A17	0.0034	0.0033
IFNL3	0.0592	0
PCBP2	29.5407	32.8677
ZGPAT	9.7844	12.0277
SLC25A29	4.1591	1.7905
PGAP1	0.1072	0.1021
SRC	11.6835	11.5052
ZNF679	0	0
ZNF682	0.9226	0.0311
OR8B8	0	0
ZNF772	2.3491	0.3877
ZNF257	0.0045	0.0264
PCNXL3	24.7651	18.4753
ADAM32	0	0.0132
ACSL5	13.3017	7.6287
LRRC8B	5.2389	6.3528
RP11-452G18.2	2.5598	13.0556
ABCB8	6.0207	8.1861
HIST1H3J	0	0
SND1	54.0814	125.5125
OR4C4P	0	0
ZNF785	2.4083	2.538
SULT1A2	0.9522	0.0777
NEK5	0.1442	0.1778
PSMD12	7.8433	9.9735
OR2B4P	0.0242	0
MAGEA6	0.0122	0.2253
RP11-76E12.1	0.0118	0
GPR123	0.0105	0
CH17-340M24.3	4.4996	1.8468
PIWIL2	0.3846	0.096
MIRLET7BHG	0.5414	0.4666
NOL4L	1.0957	0.6219
SSXP1	0	0
CYSRT1	0.6329	1.3965
SLC22A4	0.5429	0.3862
KB-1592A4.15	0	0
ZSCAN5B	0.0443	0
TCEA1P1	0	0
ENTPD4	89.265	16.3786
C1D	5.6482	5.2368
TBC1D9B	12.426	13.7616
OR1J2	0.0968	0.0703
HIST1H4J	0.4279	0.1777
SLC2A7	0	0
FAM110D	0.0299	0.0435
SERPINA1	0.4838	0.8156
LINC00336	0.2706	0.0105
TPSB2	0	0
AP000445.1	0.0308	0.0298
KANK2	2.2152	2.7618
EIF4BP6	1.9834	3.0812
C6orf141	0.0233	0
OR8D2	0	0
GTF2E2	11.1862	7.865
IL27	0.018	0.0348
GUCA2A	0	0.0388
RAD54B	0.4432	0.207
ZNF165	2.2835	1.5935
SYNGAP1	1.3884	4.121
RAMP2-AS1	0.2954	0.0424
FITM2	3.6608	4.1371
BLM	2.1999	3.0379
RP11-366L20.2	0	0.0073
ZNF720	2.1325	1.5144
GATA3-AS1	0	0
OR10D3	0	0.0214
DDI2	5.0431	4.2954
AC060834.2	0	0
SVIL	0.1629	0.2334
C17orf102	0.0057	0
TRIM33	13.1663	7.0621
LRP10	36.7212	44.2574
PELI1	170.3776	139.7694
ZNF833P	0.0067	0.0588
Metazoa_SRP	0	0
ZNF655	22.0049	24.9884
MRPL21	7.7409	17.3422
LYPD2	0.0384	0
UAP1L1	15.2062	13.1995
BNIP3P1	0	0.0139
ZNF98	0	0.0134
FBXL22	0.4227	0.5684
ZNF786	1.9031	2.7619
ZNF517	2.8826	2.3262
S100A7L2	0	0
ZNF675	2.8701	0.0912
SLC22A5	2.4964	3.2334
OR8S1	0	0
DACT3	0.0213	0.0206
ADARB1	1.3643	2.1907
ZNF860	3.4173	1.0628
HTT	5.5133	3.2058
OR6N1	0	0
C5AR1	0.6491	8.7799
DIO3	0	0
CYP2B6	0	0.0123
HIST1H3D	2.1638	5.8042
DCHS2	8.9231	0.0543
VEPH1	0.0139	0.0101
FABP12	0	0
SHPK	0.9566	1.2431
GGT3P	0	0.0483
OR51D1	0	0
IPP	2.9727	2.4085
OPALIN	0	0.0057
OR13G1	0	0
MAP3K5	11.1499	6.352
OGDHL	0.6932	0.0154
C16orf47	0	0
CYP2F1	0	0.0074
GSTK1	41.523	35.52
HNRNPAB	34.5789	80.6872
OR2L5	0	0
STMN3	5.0311	5.7022
PDGFA	0.011	0.0851
AC005276.1	0	0
GYPE	0.2845	1.1243
COL13A1	0.004	0.0192
RP11-747H12.1	0	0
SPN	39.5606	11.5109
ZNF695	0	0
ADAM3A	0	0
RP11-170L3.7	2.1445	5.1239
PCDHB11	0.0489	0.0526
ZNF628	3.4699	3.3611
GALP	0	0.0235
SLC2A10	0.5017	0.1679
ZNF665	0.3813	0.0827
RPF2	2.9361	7.2651
LINC00477	0	0
SLC28A3	0.0135	0.7809
FAM177B	0.3504	0.2461
MIB2	6.2008	7.7575
OR6Y1	0	0
MYO5A	11.7438	9.6003
C5orf56	7.9654	7.1526
GZMM	0.0483	0.1402
ATG7	1.74	2.053
PRAMENP	0.075	0.9885
RP11-460N11.2	0.0696	0.027
SIPA1L1	12.3733	4.6857
TTC30A	2.5837	0.9796
SSPO	0.1769	0.0418
ELANE	0.1331	0.1719
RAB40C	5.2152	4.8034
PIGN	3.8721	2.4214
COL4A6	0.0221	0.4141
ZNF624	0.8736	0.5077
HHLA3	4.2919	5.2058
RPS17P2	0.0559	0.5414
HOXA4	0	0.1138
TOPORS	5.9205	8.845
BCO2	0.3527	0.5043
GPX1P1	6.3968	28.2482
KCNMB2	0.0064	0.0935
AC107218.3	0.2196	0.4861
ENTPD6	14.8024	8.973
DMBX1	0	0
KLKP1	0	0.0116
OR11L1	0	0
ENPP1	0.3299	0.3728
ATP11AUN	0	0.0197
CCDC154	0.5772	0.551
FAR1	11.5337	12.4414
C5orf42	1.8488	0.9363
ZNF841	15.904	15.6787
MFAP5	0	0.3191
MYH6	0	0
VN1R5	0.0851	0
ZNF615	1.6527	1.0868
CXorf40A	11.6404	5.0108
CDC42SE1	34.8965	35.2177
UBE2Q2P12	0	0
MPEG1	5.8522	5.813
SERPINB2	0	0.0482
DPP4	1.9348	1.4993
SERPINB13	0	0
AC106870.2	0	0
PDCD1LG2	4.1363	0.7939
ZNF433	2.1255	3.3502
CCER1	0	0
DNAH10	0.0709	0.033
SLC22A24	0	0
AC007952.6	0	0
RP4-724E16.2	0.1823	0.3531
OR51C1P	0	0
KRTAP26-1	0	0
CBX3P7	0	0
SPTAN1	12.53	11.7521
NMB	3.0791	5.36
PARVA	0	0.0426
KLHL14	32.0117	18.1857
OR6C74	0	0
FAM114A1	4.9622	10.6202
RPE	4.7198	9.4575
ZNF460	1.9778	1.7834
CR1L	0.0082	0.0239
PHF2	16.6978	10.6852
RPS26	228.9911	144.7278
C14orf178	0.0972	0.0314
PTMAP2	5.3695	4.0529
SCGB1D4	0	0
PSAP	587.1104	422.6375
S100A10	38.7339	18.4379
CFAP43	0.0635	0.0338
LHFPL5	0	0.0075
RPL37A	126.9908	154.1725
HOXC6	0.0064	0.0125
TXNRD3	0.7064	0.6901
CFD	3.6388	8.6582
C9orf173	0.4388	0.3291
MAP1LC3C	0.0579	0.0374
MCMBP	8.9197	9.3323
